2.137099756714200272e-01,1.540262302047903931e-01,-3.957890115722256796e-02,-5.290936352695280176e-02,8.584573441770979585e-01,5.128849658826075686e-01,4.186256360013065198e-02,1.879534536304209580e-01,-7.559896073546049089e-02,5.400000000000000355e-01,-2.424818277359008789e-02
1.543608453210110198e-03,8.399880528598618890e-02,9.934815018997081304e-03,-3.968643217143699720e-03,-2.541248402344421509e-01,9.671714251237053528e-01,3.953910480104388947e-02,-7.880159424061536910e-01,-4.484103376978109540e-02,5.266666666666666163e-01,-9.270441532135009766e-02
-2.422894972118239398e-01,1.972932963307532095e-01,7.185359078737629801e-02,-7.831196273027847543e-02,-3.394594180194519528e-01,9.406207011957025133e-01,5.489099980017004068e-03,-9.744364996895708841e-02,-3.699819607046279935e-02,4.466666666666666563e-01,1.121616363525390625e-02
1.941108489696316552e-01,2.657743379356004576e-01,-4.505173861872135976e-02,-1.183761532902509184e-01,9.071974132282080161e-01,-4.207051858868012251e-01,-2.630600464719509268e-03,4.043580762344354401e-02,1.498310641017640624e-02,6.333333333333333037e-01,4.204988479614257812e-03
-5.500735039241286262e-02,-1.467116232731811576e-01,-2.280871828065866858e-02,4.302782107425082159e-02,6.322537327716883926e-01,7.747613938473356665e-01,5.913537448703644062e-01,5.694303212747687803e-01,-6.396496044495854072e-01,9.599999999999999645e-01,2.882677316665649414e-01
-1.423440098668188325e-01,-2.382681454123154463e-01,3.806882319307447471e-02,5.598707723467649666e-02,4.603920324912982864e-01,-8.877157069797353417e-01,-1.375953936350793327e-02,2.205024520441252901e-03,8.546319608797399783e-03,3.800000000000000044e-01,-6.197690963745117188e-04
-2.434671168708424094e-01,-4.434555248488022960e-02,9.468290121966496664e-02,1.134249529997219952e-01,-9.999140085854879567e-01,-1.311394046428350502e-02,4.282207041528510172e-01,4.538962033286457753e-01,6.817467612242403274e-02,8.466666666666666785e-01,-1.219911575317382812e-01
1.920460953892975109e-01,7.299730587783664904e-02,1.264701395224387959e-02,-2.679702270793081487e-02,8.500577815262391201e-01,5.266894417649633509e-01,-2.424414418148115313e-01,3.579215643243597450e-02,1.121279378828821338e+00,7.199999999999999734e-01,-6.895253658294677734e-01
-1.139823962679372971e-01,4.237215454393022940e-02,2.129229780135659389e-02,-2.790594287359891845e-02,4.577726806115715030e-01,-8.890692733897039846e-01,-1.891881936939948661e-02,-7.402660735873479725e-01,-5.140495929610727072e-03,6.666666666666667407e-01,1.292681694030761719e-02
-1.786927284688475392e-01,-1.350787978646637855e-01,2.072806639739022128e-02,8.538240377336331344e-03,6.008433595582828302e-01,-7.993667851960800652e-01,2.637968213013412722e-02,-1.822934620020015828e-01,-3.942592073108248246e-02,4.733333333333333837e-01,-4.480481147766113281e-04
-1.871050145107312490e-01,1.116233526124884023e-01,7.944970148242885832e-03,-8.454971883240389174e-03,-7.700704837309522988e-02,9.970305484291159814e-01,8.143577975643828681e-02,-1.272177244079189251e-01,-1.725087877916361423e-01,5.600000000000000533e-01,2.591407299041748047e-01
-2.042862187433441279e-01,-4.045989758867674091e-02,2.964650194038187525e-03,8.754810281638686353e-03,4.144879421471884262e-01,9.100548037423838998e-01,1.682519342930642314e-01,1.455376249227770258e-01,-3.093244079574984373e-01,1.866666666666666474e-01,6.394934654235839844e-01
2.288006543459514264e-01,-1.817600838549641162e-01,-7.398858851675330084e-02,4.001840460286565371e-02,-8.172891260838766048e-01,5.762278059804587516e-01,6.170733638009882199e-02,1.643488238326025475e-02,-7.805388184457301426e-02,6.866666666666666474e-01,1.983189582824707031e-02
-1.139548416909001161e-01,6.984434653802651383e-02,8.954223377927575389e-03,1.013408492124531768e-02,-4.916545466416902821e-01,-8.707903345619736335e-01,2.008373414970650653e-02,5.951561393994090343e-01,2.332929126221689863e-03,5.999999999999999778e-01,-7.624030113220214844e-03
3.084511936084083361e-02,-1.218836478061875728e-01,-7.830754213130480812e-05,-5.647515223265259232e-03,-1.944268028366544776e-01,9.809170292836782989e-01,-3.781942930585485696e-02,-5.974330444503025417e-01,1.578826292786075780e-02,5.999999999999999778e-01,1.380765438079833984e-02
8.193527832502534025e-02,-3.411732310049803152e-02,2.292368144302700528e-02,-3.074337709188983137e-02,-5.518367913900732447e-01,-8.339521303218241366e-01,4.032746168012094935e-03,6.294906334840786322e-01,-7.478664108281249737e-03,2.666666666666667185e-01,1.123571395874023438e-02
-2.042481163376502762e-01,1.734449839419054396e-01,3.127808370561485640e-02,-5.436991499830991226e-02,-5.993457656908146580e-01,8.004902579972420495e-01,2.459876612081557737e-02,2.199058151708149778e-03,-5.131455110522323282e-02,7.800000000000000266e-01,1.571393013000488281e-02
2.101617463551884168e-01,4.459296888465236197e-02,-1.532880211714882090e-02,-1.516436810492797702e-02,1.270058664226851319e-01,9.919019658687158181e-01,-3.207676403048118768e-03,2.362783835241031583e-01,1.070279188060020183e-02,7.866666666666666252e-01,-1.334518194198608398e-02
