3.636791308356415731e-01,-1.759731900671855920e-01,3.710475555589333729e-01,9.999291274657572393e-01,1.190546284565952018e-02,3.092985341845341241e-01,9.999518636840423191e-01,-9.811743719153104629e-03,-2.598752261749694981e-01,8.005828857421875000e-01
4.536321133281420170e-01,9.633747095771466595e-02,4.530274071461725671e-01,9.999990928950484026e-01,-1.346925788736184557e-03,-1.852909450944499881e-01,9.999985647399165511e-01,1.694260342101526094e-03,2.146975260875813030e-01,-7.193906307220458984e-01
4.523423304470673978e-01,-9.896718405068810620e-02,4.530442195376788717e-01,9.999989479080194643e-01,1.450580178491890897e-03,1.866404388414851234e-01,9.999984533788155439e-01,-1.758760920903154135e-03,-2.146760818755620304e-01,7.181279659271240234e-01
4.544752778100731305e-01,9.357096770672976294e-02,4.522302381712581254e-01,9.999948362738029228e-01,-3.213631237406523039e-03,-1.793298771658635160e-01,9.999981431083669881e-01,1.927116970494464725e-03,2.121272694224258792e-01,-7.175710201263427734e-01
4.463328369770931947e-01,-1.133619057858433199e-01,4.505685384871175314e-01,9.999835452811208780e-01,5.736651200868409309e-03,2.015180329086210254e-01,9.999951369629662690e-01,-3.118661638944365301e-03,-2.283557988923198834e-01,7.714409828186035156e-01
4.442068928574380848e-01,-4.930266194978408234e-02,4.374174785564866608e-01,9.999776847455423834e-01,-6.680569657202296840e-03,1.696992329749238970e-01,9.999999806510406763e-01,-1.967178645989166655e-04,-1.997172226849687759e-01,6.565330028533935547e-01
4.536483421968249274e-01,9.798693355463874988e-02,4.529593163132205613e-01,9.999989650141115627e-01,-1.438739276440451770e-03,-1.859921304021666666e-01,9.999984846001027661e-01,1.740918578812667870e-03,2.144715681397759144e-01,-7.179058194160461426e-01
4.380378321526535723e-01,1.693843877690461575e-01,4.424213099864018894e-01,9.999869121658051530e-01,5.116199477953117282e-03,-2.445559580155756141e-01,9.999998483550979200e-01,5.507175149188775487e-04,2.470839131533352773e-01,-7.734781503677368164e-01
4.520669985269484825e-01,-9.811632243522769303e-02,4.528863238189573814e-01,9.999987273546360189e-01,1.595396222993177102e-03,1.859561838671643930e-01,9.999984077259977955e-01,-1.784529481172733578e-03,-2.144155422827328517e-01,7.181146144866943359e-01
4.521430113466555767e-01,-9.803294155923761299e-02,4.529173063758609730e-01,9.999988120121705570e-01,1.541419555985651000e-03,1.859456924659324550e-01,9.999984354906203965e-01,-1.768902572624621913e-03,-2.144318391464136719e-01,7.180545330047607422e-01
4.537982665790717407e-01,9.981191426997404470e-02,4.529674587561879906e-01,9.999987142311861366e-01,-1.603600939921213508e-03,-1.870655760967483983e-01,9.999983548006387002e-01,1.813944876740165770e-03,2.147024336280702328e-01,-7.181364893913269043e-01
4.536601621324631295e-01,9.698673901282942045e-02,4.530074715201818925e-01,9.999990200718387179e-01,-1.399948342751956626e-03,-1.854764838505538194e-01,9.999985272020190941e-01,1.716273227885432026e-03,2.144773908995563638e-01,-7.183710932731628418e-01
4.524322732630832178e-01,-9.884993369270858588e-02,4.530810655724107905e-01,9.999990382091579200e-01,1.386932139349380784e-03,1.866142832623658432e-01,9.999984863562828563e-01,-1.739909521561949866e-03,-2.146916886067429808e-01,7.180545330047607422e-01
-6.280713466425918989e-02,-3.693447672853811259e-02,1.027322186320053926e-01,9.765934115837023866e-01,2.150937201577610980e-01,4.547031063531838391e-01,9.964745513223145501e-01,-8.389558133174809806e-02,-5.673078864863656534e-01,9.993075132369995117e-01
3.681498427795784623e-01,-1.542295534803431178e-01,3.820730374397499074e-01,9.998029675789187332e-01,1.985008867455284251e-02,2.837869700313346844e-01,9.999296537343539404e-01,-1.186117965023298151e-02,-2.596359767399634699e-01,8.700907230377197266e-01
4.534928160445042544e-01,-8.052596919601023862e-02,4.531035243606708063e-01,9.999999813243675151e-01,1.932647524975976655e-04,1.749132676008743892e-01,9.999993524370999198e-01,-1.138035755466380991e-03,-2.115075725231845838e-01,7.156095504760742188e-01
4.544879105018245768e-03,2.754472184859542705e-01,-4.425560028901415199e-02,9.994173990961944254e-01,-3.413008033682284059e-02,-5.155063419834953198e-01,9.981021439484586422e-01,-6.158011241862453022e-02,5.552667963910569160e-01,1.000000000000000000e+00
4.519775268890137143e-01,-9.797657091392550366e-02,4.528413322391875440e-01,9.999986396014318712e-01,1.649483339000779904e-03,1.858180894729948296e-01,9.999983859623695626e-01,-1.796683794033539531e-03,-2.143555668820608107e-01,7.181419134140014648e-01
9.050639968267490398e-02,4.851372631794965140e-01,8.581886254385794055e-02,9.999976028933357242e-01,2.189567898550944924e-03,-1.081887150625484711e-01,9.999995593390944570e-01,-9.387873118220517498e-04,-4.375047526662068954e-03,1.805388927459716797e-02
4.502552190877031624e-01,1.820319433911497808e-01,4.343215569817887589e-01,9.998286989320624985e-01,-1.850872204715975008e-02,-2.005488771297896378e-01,9.999824074218961467e-01,5.931681608857632126e-03,2.079702728224008257e-01,-7.139866948127746582e-01
4.520601190608173892e-01,-9.790189055607256829e-02,4.528753280137771120e-01,9.999987340457209273e-01,1.591196705489643717e-03,1.858171439699818350e-01,9.999984156464741814e-01,-1.780085543316649310e-03,-2.143758312450987913e-01,7.180783748626708984e-01
4.507725494074150130e-01,6.521543271657329055e-02,4.475892046166386473e-01,9.999918467766016894e-01,-4.038115937105655334e-03,-1.520441617077688545e-01,9.999995637723503306e-01,9.340530547155511103e-04,2.042527436147729691e-01,-7.074858546257019043e-01
2.769063578634746170e-01,3.011859545307787323e-01,2.685991990354117398e-01,9.999701021942992707e-01,-7.732704411950024406e-03,-2.590847456549528194e-01,9.999928743321345737e-01,3.775087410341024068e-03,2.743499731804548425e-01,-9.268281459808349609e-01
4.346182926468209473e-01,1.336132716937749321e-01,4.413702935432745611e-01,9.999695257976403129e-01,7.806886449942080849e-03,-2.271163880435292937e-01,9.999997735130901066e-01,-6.730332595800469836e-04,2.505552346782489170e-01,-8.030731678009033203e-01
4.521168250254711807e-01,-9.790296188257210930e-02,4.529007652577712872e-01,9.999987933135220386e-01,1.553502977106504439e-03,1.858489470244767960e-01,9.999984333882773191e-01,-1.770090673100165870e-03,-2.143984140447677822e-01,7.180445194244384766e-01
