-2.019681930541992188e-01,6.234304904937744141e-01,-1.627096235752105713e-01,-9.127379059791564941e-01,-9.135053306818008423e-02,-1.631036698818206787e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.527126550674438477e-01
-1.545125991106033325e-01,-1.509950403124094009e-02,2.998553463839925826e-05,9.125236601903452538e-07,1.030745208263397217e-01,-9.310979294241406024e-06,1.000000000000000000e+00,1.000000000000000000e+00,-9.407451748847961426e-01
1.314544701017439365e-03,1.369781970977783203e+00,8.216599002480506897e-03,-3.410011231899261475e-01,2.381659485399723053e-02,9.642605483531951904e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.571195840835571289e-01
-1.044960040599107742e-02,5.084869917482137680e-03,-6.414575129747390747e-02,5.474944785237312317e-02,-2.679237164556980133e-02,2.802594937384128571e-02,1.000000000000000000e+00,0.000000000000000000e+00,8.118195533752441406e-01
2.778531014919281006e-01,6.560299992561340332e-01,-4.500955641269683838e-01,-3.635090291500091553e-01,3.142983317375183105e-01,-4.543708860874176025e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.736255168914794922e-01
-6.554870307445526123e-02,1.149606332182884216e-01,-2.023288905620574951e-01,-3.007926642894744873e-01,-2.299534529447555542e-01,7.955615222454071045e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.278769969940185547e-01
7.124166190624237061e-02,1.468234211206436157e-01,-1.751624397002160549e-03,-4.151620566844940186e-01,2.005001716315746307e-02,2.975214459002017975e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.182710409164428711e-01
9.862079471349716187e-02,6.939860582351684570e-01,-7.294784486293792725e-02,-8.204285502433776855e-01,1.790464222431182861e-01,-2.044674903154373169e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.631254196166992188e-02
1.960506476461887360e-02,7.372362613677978516e-01,4.000300914049148560e-02,-1.014340043067932129e+00,5.760580301284790039e-02,-7.390835136175155640e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.176201581954956055e-01
-1.678137779235839844e-01,1.352626681327819824e+00,-4.704665243625640869e-01,-4.360708892345428467e-01,-2.378840148448944092e-01,2.038562856614589691e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.467952251434326172e-01
-3.198443949222564697e-01,6.438146531581878662e-02,4.073855280876159668e-01,-6.444373726844787598e-02,-3.861328959465026855e-01,3.934966400265693665e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.806421279907226562e-01
-1.762624680995941162e-01,4.396981894969940186e-01,-1.523106098175048828e-01,-7.681556344032287598e-01,-1.134867593646049500e-01,-1.926704347133636475e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.076955318450927734e-01
-6.763553712517023087e-03,-9.679460781626403332e-04,-2.214849926531314850e-02,3.035384565919230226e-08,-1.887069549411535263e-03,-1.474169231130417757e-08,1.000000000000000000e+00,1.000000000000000000e+00,-8.117921948432922363e-01
-7.926826179027557373e-02,9.664044715464115143e-03,2.734639868140220642e-02,2.403857558965682983e-02,-6.592838466167449951e-02,-4.846516624093055725e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.418031215667724609e-01
3.560724109411239624e-02,9.442232847213745117e-01,1.162424832582473755e-01,-9.703931808471679688e-01,8.352275937795639038e-02,-1.884081168100237846e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.379734277725219727e-02
-6.641388172283768654e-04,-1.281943288631737232e-03,-4.383609816431999207e-02,1.286216574953868985e-04,1.962149748578667641e-03,-5.767009133705869317e-05,0.000000000000000000e+00,1.000000000000000000e+00,-9.773179888725280762e-01
-1.391802728176116943e-01,-8.008423261344432831e-03,-8.401861414313316345e-03,-1.157362203230150044e-04,5.370966717600822449e-02,2.984281629323959351e-03,1.000000000000000000e+00,1.000000000000000000e+00,-9.185158610343933105e-01
6.047992780804634094e-02,1.505614817142486572e-01,-2.651702798902988434e-02,-4.246745109558105469e-01,1.921649836003780365e-02,2.987388707697391510e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.068816184997558594e-01
-4.865550994873046875e-02,-1.257517375051975250e-03,-5.375237606131122448e-07,-4.500938788343233909e-10,-1.045373152010142803e-03,2.099702243185674888e-07,1.000000000000000000e+00,1.000000000000000000e+00,-8.602090477943420410e-01
1.319268196821212769e-01,2.470252569764852524e-03,8.635520935058593750e-04,-6.321021169424057007e-02,1.529491320252418518e-02,-2.282306849956512451e-01,0.000000000000000000e+00,1.000000000000000000e+00,-7.778835296630859375e-01
-2.432464659214019775e-01,-3.605022327974438667e-03,6.800238043069839478e-02,-1.500659435987472534e-01,1.899039596319198608e-01,7.458894252777099609e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.974037408828735352e-01
-6.794233620166778564e-02,1.974330050870776176e-03,-1.121259182691574097e-01,-8.127783238887786865e-02,7.920810952782630920e-03,6.999687552452087402e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.657021284103393555e-01
-7.511730492115020752e-02,8.800493180751800537e-02,9.252610616385936737e-03,-3.652698099613189697e-01,-3.911707550287246704e-02,7.987749576568603516e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.279480934143066406e-01
-1.431009322404861450e-01,-9.321345947682857513e-03,-1.318150898441672325e-03,-1.734098623273894191e-04,6.218754872679710388e-02,5.519741098396480083e-04,1.000000000000000000e+00,1.000000000000000000e+00,-8.652386665344238281e-01
-4.943189769983291626e-02,-2.153181994799524546e-04,1.865979356807656586e-06,2.757050587831599842e-09,-1.416444894857704639e-03,-6.286916232056682929e-07,1.000000000000000000e+00,1.000000000000000000e+00,-8.651638031005859375e-01
-5.887307971715927124e-02,3.893488273024559021e-02,1.110373903065919876e-02,-2.802927792072296143e-01,1.233126036822795868e-02,6.343825906515121460e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.995694875717163086e-01
-3.375655114650726318e-01,6.234292387962341309e-01,-3.486162722110748291e-01,-5.767362713813781738e-01,-3.338755965232849121e-01,-2.746797800064086914e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.990217685699462891e-01
2.356974631547927856e-01,8.050765395164489746e-01,5.390915870666503906e-01,-7.912188172340393066e-01,2.993195950984954834e-01,2.114204168319702148e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.009540081024169922e-01
-6.771039962768554688e-02,-1.068546785973012447e-03,-5.325438223735545762e-07,-9.986057536437442650e-10,3.202244872227311134e-03,2.113655455104890279e-07,1.000000000000000000e+00,1.000000000000000000e+00,-9.443789720535278320e-01
5.354881286621093750e-03,9.067062735557556152e-01,2.922516688704490662e-02,-1.041362881660461426e+00,6.892544776201248169e-02,-5.101858824491500854e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.774416446685791016e-02
-1.889782026410102844e-02,-9.195947786793112755e-04,-3.199896961450576782e-02,-7.166111754486337304e-05,-2.525875344872474670e-03,3.263207690906710923e-05,1.000000000000000000e+00,1.000000000000000000e+00,-8.187175393104553223e-01
-2.344818040728569031e-02,6.673709750175476074e-01,-3.837798163294792175e-02,-9.634765386581420898e-01,2.435617893934249878e-02,-5.539918690919876099e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.159446239471435547e-01
2.522277832031250000e-02,2.176010459661483765e-01,-4.074910581111907959e-01,-4.660178422927856445e-01,-1.938127577304840088e-01,-1.189356297254562378e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.584231376647949219e-01
9.635524451732635498e-02,6.157779693603515625e-01,-2.774493098258972168e-01,-8.036352992057800293e-01,8.099769055843353271e-02,-1.951972395181655884e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.422870159149169922e-02
-7.632923126220703125e-02,-9.062194731086492538e-04,-9.906742343446239829e-05,-8.156485264976254257e-09,-2.248614793643355370e-03,2.813517130562104285e-05,1.000000000000000000e+00,1.000000000000000000e+00,-9.643345475196838379e-01
-3.609132766723632812e-02,-3.912081941962242126e-03,-1.250303070992231369e-02,1.690533384680747986e-02,2.250363118946552277e-02,-5.796507000923156738e-02,1.000000000000000000e+00,1.000000000000000000e+00,-6.962946057319641113e-01
-2.300385981798171997e-01,1.128159556537866592e-02,1.836702227592468262e-01,-8.036172017455101013e-03,-9.693259000778198242e-02,3.073556162416934967e-02,1.000000000000000000e+00,1.000000000000000000e+00,-7.636656165122985840e-01
-2.568647265434265137e-01,7.935852408409118652e-01,-4.570993483066558838e-01,-9.656416773796081543e-01,-8.386881649494171143e-02,-2.179018259048461914e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.618670463562011719e-01
1.442165374755859375e-01,-8.754470385611057281e-03,-2.126594074070453644e-02,-5.288554355502128601e-02,-6.117305904626846313e-02,-1.775482594966888428e-01,0.000000000000000000e+00,1.000000000000000000e+00,-5.835948586463928223e-01
-2.205115258693695068e-01,-2.667277120053768158e-02,4.823946207761764526e-02,2.163585461676120758e-02,8.471159636974334717e-02,4.254998639225959778e-02,1.000000000000000000e+00,1.000000000000000000e+00,-9.999525547027587891e-01
-2.617913186550140381e-01,5.264896154403686523e-01,-3.542655110359191895e-01,-7.690071463584899902e-01,-1.675845086574554443e-01,-2.780926525592803955e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.910278320312500000e-01
-2.953608930110931396e-01,5.538905784487724304e-02,2.267439365386962891e-01,8.053860068321228027e-02,8.299360871315002441e-01,9.654632769525051117e-03,0.000000000000000000e+00,0.000000000000000000e+00,-7.411097288131713867e-01
-2.203178405761718750e-02,-8.354091551154851913e-04,-1.718495923341833986e-07,-1.450430331395580197e-10,-2.035526558756828308e-03,6.676272334971145028e-08,1.000000000000000000e+00,1.000000000000000000e+00,-8.347799181938171387e-01
-9.435205161571502686e-02,-6.843113806098699570e-04,2.425995480734854937e-04,2.635580642618151614e-07,-1.291069900617003441e-03,-6.917752034496515989e-05,1.000000000000000000e+00,1.000000000000000000e+00,-9.624090194702148438e-01
-9.593047946691513062e-02,7.929897308349609375e-01,-2.698449790477752686e-01,-1.010502457618713379e+00,5.851746723055839539e-02,-9.439256787300109863e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.758747816085815430e-01
-5.165243148803710938e-02,1.334887981414794922e+00,-2.553668916225433350e-01,-4.275496900081634521e-01,1.209013257175683975e-02,4.664482921361923218e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.649921059608459473e-01
-2.486521750688552856e-01,1.337672211229801178e-02,-8.338192850351333618e-02,9.328310936689376831e-02,4.126482307910919189e-01,1.348176002502441406e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.624042987823486328e-01
-2.133087217807769775e-01,4.561472833156585693e-01,-1.408374160528182983e-01,-7.309881448745727539e-01,-1.523060947656631470e-01,-1.859215795993804932e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.195010662078857422e-01
6.018924526870250702e-03,1.237292766571044922e+00,3.285047784447669983e-02,-6.306677460670471191e-01,1.010215878486633301e-01,2.291393280029296875e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.341230988502502441e-01
-5.188312381505966187e-02,1.322782397270202637e+00,-3.128940761089324951e-01,-4.437800049781799316e-01,2.225355803966522217e-02,5.145331099629402161e-02,0.000000000000000000e+00,0.000000000000000000e+00,-9.810180664062500000e-01
-4.987058788537979126e-02,3.131712600588798523e-02,-9.877802431583404541e-02,-2.778815627098083496e-01,-4.851119965314865112e-02,1.053902134299278259e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.159383535385131836e-01
