9.975825190229389294e-01,-6.949185376609116893e-02,4.567407654657444139e-05,3.473634719848632812e-01
9.975345258397242398e-01,-7.017741629410835513e-02,6.481724993515703206e-03,3.371136188507080078e-01
-5.776893895476187257e-01,-8.162566809552616043e-01,-3.589421034589148629e-01,-2.000000000000000000e+00
9.975828580898784548e-01,-6.948698615733360506e-02,-3.370085471786374965e-08,3.474347591400146484e-01
9.975828582971326686e-01,-6.948698318190897616e-02,1.475491985201228810e-07,3.474326133728027344e-01
9.975828657758807338e-01,-6.948687581393453438e-02,-1.142140360183460048e-06,3.474361896514892578e-01
9.975828582146324397e-01,-6.948698436631610409e-02,5.469648435873404153e-08,3.474342823028564453e-01
9.975828582368274633e-01,-6.948698404767397752e-02,2.806365198545325529e-08,3.474349975585937500e-01
-9.847094007589525244e-01,-1.742050402742260917e-01,8.000000000000000000e+00,1.126520156860351562e+00
9.975828580170514881e-01,-6.948698720286679287e-02,-2.648792865850760217e-08,3.474354743957519531e-01
9.792183177538217320e-01,2.028089893850257841e-01,5.443265714715856317e-06,-1.014047265052795410e+00
9.250682689529300395e-01,3.798008659500783923e-01,-1.457301356430577011e+00,-7.017188072204589844e-01
9.975828579468193347e-01,-6.948698821114680790e-02,-1.478339716708360912e-07,3.474364280700683594e-01
9.932269500328866352e-01,-1.161904717624024780e-01,2.203476776607093957e-01,4.969906806945800781e-01
9.975828579854632006e-01,-6.948698765636079910e-02,-2.512866582517827495e-08,3.474354743957519531e-01
9.975828580209606944e-01,-6.948698714674379773e-02,-4.342752139190059135e-08,3.474359512329101562e-01
9.975753669598417250e-01,-6.959444830543043414e-02,1.009612233463968219e-03,3.458235263824462891e-01
6.695259266377439067e-01,7.427886870166173772e-01,-2.467269687855071503e+00,-1.792570471763610840e+00
9.975828581260242078e-01,-6.948698563841017306e-02,-3.998100388312262903e-08,3.474342823028564453e-01
9.909577727344892617e-01,1.341741132152562688e-01,-8.917738696795147746e-01,-2.476298809051513672e-02
-8.839199231022247805e-01,-4.676382892182343598e-01,4.849866134625596459e+00,1.999985218048095703e+00
9.975828581916924565e-01,-6.948698469565049718e-02,5.196950922572320331e-08,3.474342823028564453e-01
9.975828579933245788e-01,-6.948698754349948159e-02,-4.394204029059174891e-08,3.474359512329101562e-01
9.975828579618762904e-01,-6.948698799498306822e-02,-4.411614643706238631e-08,3.474359512329101562e-01
9.975828583018683249e-01,-6.948698311392288718e-02,9.822451813875386301e-08,3.474340438842773438e-01
9.792173565482579223e-01,2.028136302979705596e-01,-5.493804106366514219e-07,-1.014068007469177246e+00
9.451751477747751817e-01,3.265638376013669797e-01,-1.299915170821585697e+00,-7.105411291122436523e-01
-9.747600334794075394e-01,-2.232551838843260250e-01,5.285759414095097419e+00,1.999996900558471680e+00
1.154948210379719842e-01,9.933080822752862193e-01,-1.020165419268804774e+00,-1.416367173194885254e+00
-1.687619037143882617e-01,9.856568469070234872e-01,8.092038344932710459e-01,1.999999761581420898e+00
9.005889811243938947e-01,-4.346717003409885649e-01,1.553596362848487900e+00,1.046689510345458984e+00
9.975828581799437433e-01,-6.948698486431939547e-02,-2.452419545600094259e-08,3.474347591400146484e-01
9.975828580467779316e-01,-6.948698677610133656e-02,-3.595473160421936938e-08,3.474349975585937500e-01
9.779197349480612811e-01,2.089808412250115932e-01,-7.835454506275266878e-03,-1.041862368583679199e+00
