4.319826130278262011e-01,-3.007849404574970686e-03,-1.998777419451724794e-04,1.456141175861197772e-03,9.298324584960937500e-06
4.297760612764682242e-01,4.529611617949445804e-07,8.336449785425779502e-10,-6.452968668334672396e-07,-1.192092895507812500e-07
4.297760781950247799e-01,-1.735530793148499429e-07,-1.312249013178574088e-08,2.519876301886580609e-07,-4.172325134277343750e-07
4.297760953067679135e-01,-2.043098185672199369e-07,-1.532856777148000595e-08,3.137873745067708220e-07,-2.980232238769531250e-07
4.297760868466998230e-01,1.538541983628577437e-07,-3.765517265706085173e-08,-2.099148091454394011e-07,-7.748603820800781250e-07
4.297760815388273481e-01,2.545119803889485328e-07,-2.321684218803209417e-09,-3.614783192460854333e-07,-1.788139343261718750e-07
4.297762947978411852e-01,-3.166805130219191039e-07,1.042882297547383421e-07,-4.972633672638870582e-07,-2.384185791015625000e-07
3.091224539739599320e-01,1.637808554509003478e-01,-1.557950442901854388e-02,3.357752946066083072e-02,4.536151885986328125e-03
4.297760678045574045e-01,5.302526616973184358e-07,1.250677513733055371e-08,-7.840100087533275119e-07,0.000000000000000000e+00
4.297762598613723561e-01,-4.452580980783281945e-07,7.219226844432130507e-08,-1.826311675074386316e-07,-7.152557373046875000e-07
4.317888215989209022e-01,9.032936622632771820e-03,-4.167634606855134642e-03,7.149283048278173326e-03,-1.483678817749023438e-03
4.297761007357927543e-01,-4.981509564630735716e-07,-2.720584680410818228e-08,7.176574427402125839e-07,-1.192092895507812500e-07
4.297760738971144745e-01,-5.966571183751865984e-08,3.482827151991757421e-10,9.200888787300391769e-08,0.000000000000000000e+00
4.297403721992866799e-01,5.951729587074612235e-05,-2.939710351299014231e-07,-1.879742193395313871e-05,-2.026557922363281250e-06
4.297760540721725087e-01,-2.060952367742921427e-07,2.822508835900133690e-08,3.167020788724251332e-07,8.344650268554687500e-07
4.297760462004307502e-01,-7.184424731945571059e-08,1.430062920284307045e-08,1.053456187572671614e-07,0.000000000000000000e+00
4.297760519103588917e-01,1.970015943476482775e-07,2.901529790904765298e-09,-2.983378031340175871e-07,-3.576278686523437500e-07
4.216153391336203704e-01,3.855467027784572481e-02,-9.066581955452001143e-03,9.435390930198369816e-03,-3.525555133819580078e-03
4.300574567370936685e-01,-1.003777236547799762e-03,1.834033332090384105e-04,-1.285332533795728409e-04,7.307529449462890625e-05
4.297641725540642388e-01,3.239524481527935392e-05,-4.225860636143573349e-06,-4.713354890927167876e-07,-2.026557922363281250e-06
4.297760737071738557e-01,8.736791900344702957e-08,2.358936253275773538e-09,-1.046555033387298699e-07,-5.960464477539062500e-08
4.297760605974277337e-01,-8.580825786382214845e-08,2.689819847560020262e-08,1.295511109373945231e-07,8.344650268554687500e-07
4.297760881878514017e-01,-1.255083678316408986e-07,-1.075291085063681916e-08,2.025093341842736829e-07,0.000000000000000000e+00
