1.275031496625855451e-02,7.579829347582952570e-01,9.999429651392952589e-01,1.068019046806881894e-02,6.372244821181059782e-02,4.924523830413818359e-02
4.098867036883280801e-01,1.333324269823891184e-01,9.989932909586192178e-01,-4.485983303209583467e-02,-2.549117058575359196e-01,-2.103492021560668945e-01
3.827564685364142627e-01,-3.906671384256809043e-01,9.999927776975117144e-01,3.800599007397236027e-03,7.255649491758811021e-01,2.973672151565551758e-01
3.838960403327302262e-01,3.211651423298470531e-01,9.999609497931678526e-01,8.837357565788173802e-03,-5.262159639769199426e-01,-6.121178269386291504e-01
3.865216775298925822e-01,3.081248467282098336e-01,9.999372127417495149e-01,1.120582769193025768e-02,-6.034969682035885574e-01,-8.458023667335510254e-01
4.442678099511319090e-01,-5.768413901107812825e-01,9.979011907815380500e-01,6.475502634381594125e-02,3.411984902410485354e-01,2.716817855834960938e-01
3.765060414485484341e-01,3.126963309205286201e-01,9.999098305649157803e-01,1.342872814682515015e-02,-5.836145393733556119e-01,-8.194048404693603516e-01
3.438067988744324399e-01,3.066867220564828411e-01,9.998915667210976910e-01,1.472599062978736939e-02,-4.062958733243366427e-01,-4.076504707336425781e-02
3.652318801318349961e-01,-2.578248672519044549e-01,9.993946611535954316e-01,3.478952798889477227e-02,4.698758959751617170e-01,3.267326354980468750e-01
3.711517331817452137e-01,-3.111559799650559510e-01,9.996823301459218936e-01,2.520394401715833274e-02,5.689003157235441588e-01,3.359800577163696289e-01
3.862517651452554990e-01,-4.089960354910320284e-01,9.999924215453253051e-01,-3.893180180324373480e-03,7.686753573251781102e-01,2.636144161224365234e-01
4.041700641403525585e-01,1.717186308516571169e-01,9.993476294729908282e-01,-3.611530792771625725e-02,-3.124730832952944959e-01,-1.596086025238037109e-01
3.938655619553096399e-01,1.894819895880280880e-01,9.998445049310745736e-01,-1.763422692194045391e-02,-3.217404266558410164e-01,2.821645736694335938e-01
-7.986102876595806144e-02,-1.066020158014658437e+00,-9.950866468923146302e-01,9.900790461680260279e-02,-2.301018689976880083e+00,-9.905349016189575195e-01
-4.089474355575307973e-05,8.187777188829553632e-01,9.998915338198267611e-01,1.472822444948203302e-02,2.029940305531733463e-02,1.034275293350219727e-01
3.764242262125959693e-01,-3.452318810656945236e-01,9.998775156530063102e-01,1.565099650412512394e-02,6.347168962742576470e-01,2.556958198547363281e-01
-2.173768285301128176e-03,-1.317435324424926224e-01,-9.995456893711347490e-01,3.013992135993324301e-02,-2.679380354130118103e-01,-9.931570291519165039e-01
4.129175391972727538e-01,-5.639786324563668407e-03,9.986553798563244655e-01,-5.184045026830243902e-02,-1.342889145658406058e-02,-6.977369189262390137e-01
4.119389706320404285e-03,8.019015791970379725e-01,9.999104991029638123e-01,1.337885584277859370e-02,3.191806395783463451e-02,1.051961183547973633e-01
7.479813664205231527e-01,3.234334323107506126e-01,9.978006668273130542e-01,-6.628596592770906459e-02,4.760149260583933228e-02,-1.084702610969543457e-01
3.599353105991412449e-01,-1.956620587086910223e-01,9.990232743347864375e-01,4.418707206188290937e-02,3.581998254646191482e-01,3.800826072692871094e-01
8.272150007425530527e-01,-8.130983089165190469e-02,9.987169678097502779e-01,-5.064008500089838688e-02,-1.467131315385195034e-02,-4.738199710845947266e-02
8.094357752127219197e-01,2.088829670047211706e-01,9.981719181478566627e-01,-6.043857891304623559e-02,-3.278597488669864751e-02,-1.064708232879638672e-01
3.821846098369438560e-01,-3.197234366855031817e-01,9.958897934629207249e-01,9.057328124994176721e-02,4.900446154960264034e-02,4.729478359222412109e-01
3.837325172082382552e-01,2.959137369146771501e-01,9.999999949145228495e-01,-1.008511491969284803e-04,-5.416606297439935380e-01,-6.714243888854980469e-01
3.747648436059045074e-01,-3.401476361875664933e-01,9.998419790415993269e-01,1.777686547673613254e-02,6.237468265527054134e-01,2.677891254425048828e-01
3.592082326729984509e-01,2.902612354147605656e-01,9.999910623899477269e-01,-4.227900214495376903e-03,-3.616962995619206755e-01,-4.855519533157348633e-02
-1.207249281311684602e-01,4.295587224952797656e-01,9.986069981224525716e-01,-5.276422368294592796e-02,8.589624050448433357e-01,6.735475063323974609e-01
-2.366975495259737439e-01,4.475510501504280647e-01,9.545105736966610355e-01,-2.981770693753477142e-01,1.627274699363914445e+00,-7.710140347480773926e-01
3.569478477792146776e-01,-7.562944749169736580e-02,9.986838556403738743e-01,5.128895088883161230e-02,1.416115855473816243e-01,6.175086498260498047e-01
-6.202750242589409879e-01,1.802935455077881555e+00,-2.596879456441836265e-01,-9.656925861199844308e-01,6.687552784761875202e+00,9.964866638183593750e-01
3.582039654459496236e-01,-1.388489350041688941e-01,9.988035505556889238e-01,4.890263180391520026e-02,2.556977314993088002e-01,4.665088653564453125e-01
6.499070926658061520e-01,5.109460627387102383e-01,9.976671687681836209e-01,-6.826580668297017873e-02,-1.379346050840171180e-02,-1.043289899826049805e-01
5.269768112981131347e-01,-8.041296141906721928e-01,9.999932236685212805e-01,3.681387922876227202e-03,7.203902853881278823e-01,-7.429575920104980469e-02
3.142757477385520470e-01,2.749964485202057718e-01,9.994916753531755127e-01,3.188088611852673421e-02,-5.348613482325054180e-01,-1.045049428939819336e-01
